,worldwide_gross_income_currency,worldwide_gross_income,usa_gross_income_currency,usa_gross_income,budget_currency,budget
22114,,,,,USD,5860000 
22115,,,,,USD,5800000 
22116,USD,1024947 ,,,USD,5800000 
22117,,,,,USD,5800000 
22118,,,,,USD,5760000 
22119,USD,607324 ,,,USD,5750000 
22120,,,,,USD,5721786 
22121,USD,1197891 ,,,USD,5700000 
22122,USD,12358100 ,,,USD,5700000 
22123,,,,,USD,5654930 
22124,,,,,USD,5625000 
22125,,,,,USD,5600000 
22126,,,,,USD,5600000 
22127,,,,,USD,5600000 
22128,USD,52369 ,,,USD,5600000 
22129,USD,13125 ,,,USD,5550000 
22130,,,,,USD,5500000 
22131,,,,,USD,5500000 
22132,,,,,USD,5500000 
22133,,,,,USD,5500000 
22134,,,,,USD,5500000 
22135,,,,,USD,5500000 
22136,,,,,USD,5500000 
22137,,,,,USD,5500000 
22138,,,,,USD,5500000 
22139,,,,,USD,5500000 
22140,,,,,USD,5500000 
22141,,,,,USD,5500000 
22142,,,,,USD,5500000 
22143,USD,2565396 ,,,USD,5500000 
22144,USD,1522727 ,,,USD,5500000 
22145,USD,32990888 ,,,USD,5500000 
22146,,,,,USD,5500000 
22147,,,,,USD,5500000 
22148,USD,3982 ,,,USD,5500000 
22149,USD,19224 ,,,USD,5500000 
22150,,,,,USD,5421000 
22151,,,,,USD,5400000 
22152,USD,64236 ,,,USD,5400000 
22153,USD,2273204 ,,,USD,5400000 
22154,,,,,USD,5385000 
22155,,,,,USD,5355000 
22156,,,,,USD,5300000 
22157,USD,2391614 ,,,USD,5300000 
22158,USD,8139310 ,,,USD,5300000 
22159,USD,8003756 ,,,USD,5300000 
22160,,,,,USD,5256000 
22161,USD,15838 ,,,USD,5220000 
22162,USD,159828 ,,,USD,5200000 
22163,USD,5701519 ,,,USD,5200000 
22164,USD,1455120 ,,,USD,5200000 
22165,,,,,USD,5115000 
22166,,,,,USD,5100000 
22167,,,,,USD,5052780 
22168,,,,,USD,5037000 
22169,,,,,USD,5000000 
22170,,,,,USD,5000000 
22171,,,,,USD,5000000 
22172,,,,,USD,5000000 
22173,USD,15520 ,,,USD,5000000 
22174,,,,,USD,5000000 
22175,,,,,USD,5000000 
22176,USD,67740 ,,,USD,5000000 
22177,,,,,USD,5000000 
22178,,,,,USD,5000000 
22179,,,,,USD,5000000 
22180,,,,,USD,5000000 
22181,,,,,USD,5000000 
22182,,,,,USD,5000000 
22183,USD,112229 ,,,USD,5000000 
22184,,,,,USD,5000000 
22185,,,,,USD,5000000 
22186,,,,,USD,5000000 
22187,,,,,USD,5000000 
22188,,,,,USD,5000000 
22189,,,,,USD,5000000 
22190,,,,,USD,5000000 
22191,,,,,USD,5000000 
22192,,,,,USD,5000000 
22193,,,,,USD,5000000 
22194,,,,,USD,5000000 
22195,,,,,USD,5000000 
22196,,,,,USD,5000000 
22197,,,,,USD,5000000 
22198,,,,,USD,5000000 
22199,,,,,USD,5000000 
22200,,,,,USD,5000000 
22201,,,,,USD,5000000 
22202,,,,,USD,5000000 
22203,,,,,USD,5000000 
22204,,,,,USD,5000000 
22205,,,,,USD,5000000 
22206,,,,,USD,5000000 
22207,,,,,USD,5000000 
22208,,,,,USD,5000000 
22209,,,,,USD,5000000 
22210,,,,,USD,5000000 
22211,,,,,USD,5000000 
22212,,,,,USD,5000000 
22213,,,,,USD,5000000 
22214,,,,,USD,5000000 
22215,,,,,USD,5000000 
22216,,,,,USD,5000000 
22217,,,,,USD,5000000 
22218,USD,14960 ,,,USD,5000000 
22219,,,,,USD,5000000 
22220,,,,,USD,5000000 
22221,,,,,USD,5000000 
22222,,,,,USD,5000000 
22223,USD,892 ,,,USD,5000000 
22224,,,,,USD,5000000 
22225,USD,329217 ,,,USD,5000000 
22226,USD,171339 ,,,USD,5000000 
22227,,,,,USD,5000000 
22228,,,,,USD,5000000 
22229,,,,,USD,5000000 
22230,,,,,USD,5000000 
22231,,,,,USD,5000000 
22232,,,,,USD,5000000 
22233,USD,167572 ,,,USD,5000000 
22234,,,,,USD,5000000 
22235,USD,2040138 ,,,USD,5000000 
22236,,,,,USD,5000000 
22237,USD,6691287 ,,,USD,5000000 
22238,USD,1589942 ,,,USD,5000000 
22239,USD,15027 ,,,USD,5000000 
22240,USD,347298 ,,,USD,5000000 
22241,,,,,USD,5000000 
22242,USD,202737 ,,,USD,5000000 
22243,,,,,USD,5000000 
22244,,,,,USD,5000000 
22245,,,,,USD,5000000 
22246,,,,,USD,5000000 
22247,,,,,USD,5000000 
22248,,,,,USD,5000000 
22249,USD,20839049 ,,,USD,5000000 
22250,,,,,USD,5000000 
22251,USD,456150 ,,,USD,5000000 
22252,,,,,USD,5000000 
22253,USD,225385 ,,,USD,5000000 
22254,,,,,USD,5000000 
22255,,,,,USD,5000000 
22256,,,,,USD,5000000 
22257,USD,130051 ,,,USD,5000000 
22258,USD,208101 ,,,USD,5000000 
22259,,,,,USD,5000000 
22260,USD,160487 ,,,USD,5000000 
22261,,,,,USD,5000000 
22262,USD,130416 ,,,USD,5000000 
22263,,,,,USD,5000000 
22264,,,,,USD,5000000 
22265,,,,,USD,5000000 
22266,,,,,USD,5000000 
22267,,,,,USD,5000000 
22268,,,,,USD,5000000 
22269,,,,,USD,5000000 
22270,,,,,USD,5000000 
22271,,,,,USD,5000000 
22272,,,,,USD,5000000 
22273,USD,403475 ,,,USD,5000000 
22274,,,,,USD,5000000 
22275,USD,4382251 ,,,USD,5000000 
22276,,,,,USD,5000000 
22277,,,,,USD,5000000 
22278,,,,,USD,5000000 
22279,,,,,USD,5000000 
22280,,,,,USD,5000000 
22281,USD,8299771 ,,,USD,5000000 
22282,USD,262014 ,,,USD,5000000 
22283,,,,,USD,5000000 
22284,USD,704740 ,,,USD,5000000 
22285,USD,2381856 ,,,USD,5000000 
22286,USD,47643 ,,,USD,5000000 
22287,USD,645732 ,,,USD,5000000 
22288,,,,,USD,5000000 
22289,USD,3646201 ,,,USD,5000000 
22290,USD,4641637 ,,,USD,5000000 
22291,,,,,USD,5000000 
22292,USD,7481601 ,,,USD,5000000 
22293,,,,,USD,5000000 
22294,,,,,USD,5000000 
22295,USD,1146973 ,,,USD,5000000 
22296,,,,,USD,5000000 
22297,,,,,USD,5000000 
22298,USD,1865696 ,,,USD,5000000 
22299,USD,26013 ,,,USD,5000000 
22300,,,,,USD,5000000 
22301,USD,256851 ,,,USD,5000000 
22302,,,,,USD,5000000 
22303,,,,,USD,5000000 
22304,,,,,USD,5000000 
22305,USD,8503 ,,,USD,5000000 
22306,,,,,USD,5000000 
22307,USD,1809243 ,,,USD,5000000 
22308,USD,663432 ,,,USD,5000000 
22309,USD,307325 ,,,USD,5000000 
22310,,,,,USD,5000000 
22311,USD,1590355 ,,,USD,5000000 
22312,USD,307085 ,,,USD,5000000 
22313,,,,,USD,5000000 
22314,,,,,USD,5000000 
22315,,,,,USD,5000000 
22316,USD,97798 ,,,USD,5000000 
22317,,,,,USD,5000000 
22318,,,,,USD,5000000 
22319,,,,,USD,5000000 
22320,,,,,USD,5000000 
22321,,,,,USD,5000000 
22322,,,,,USD,5000000 
22323,USD,72643 ,,,USD,5000000 
22324,,,,,USD,5000000 
22325,USD,697847 ,,,USD,5000000 
22326,,,,,USD,5000000 
22327,USD,3271 ,,,USD,5000000 
22328,,,,,USD,5000000 
22329,,,,,USD,5000000 
22330,USD,735875 ,,,USD,5000000 
22331,,,,,USD,5000000 
22332,,,,,USD,5000000 
22333,,,,,USD,5000000 
22334,,,,,USD,5000000 
22335,,,,,USD,5000000 
22336,USD,26477630 ,,,USD,5000000 
22337,USD,3084844 ,,,USD,5000000 
22338,USD,107412 ,,,USD,5000000 
22339,,,,,USD,5000000 
22340,,,,,USD,5000000 
22341,USD,1417267 ,,,USD,5000000 
22342,USD,1121487 ,,,USD,5000000 
22343,USD,6195685 ,,,USD,5000000 
22344,USD,19372230 ,,,USD,5000000 
22345,USD,663460 ,,,USD,5000000 
22346,USD,3732224 ,,,USD,5000000 
22347,USD,3377891 ,,,USD,5000000 
22348,,,,,USD,5000000 
22349,USD,420602 ,,,USD,5000000 
22350,,,,,USD,5000000 
22351,,,,,USD,5000000 
22352,USD,224236 ,,,USD,5000000 
22353,,,,,USD,5000000 
22354,USD,1612861 ,,,USD,5000000 
22355,USD,288591 ,,,USD,5000000 
22356,USD,23423390 ,,,USD,5000000 
22357,,,,,USD,5000000 
22358,USD,7139474 ,,,USD,5000000 
22359,,,,,USD,5000000 
22360,,,,,USD,5000000 
22361,,,,,USD,5000000 
22362,USD,7030966 ,,,USD,5000000 
22363,,,,,USD,5000000 
22364,USD,661769 ,,,USD,5000000 
22365,,,,,USD,5000000 
22366,USD,4640779 ,,,USD,5000000 
22367,USD,537038 ,,,USD,5000000 
22368,USD,467327 ,,,USD,5000000 
22369,,,,,USD,5000000 
22370,USD,3489317 ,,,USD,5000000 
22371,,,,,USD,5000000 
22372,,,,,USD,5000000 
22373,,,,,USD,5000000 
22374,,,,,USD,5000000 
22375,USD,19152 ,,,USD,5000000 
22376,USD,612521 ,,,USD,5000000 
22377,USD,14027956 ,,,USD,5000000 
22378,,,,,USD,5000000 
22379,,,,,USD,5000000 
22380,,,,,USD,5000000 
22381,,,,,USD,5000000 
22382,,,,,USD,5000000 
22383,,,,,USD,5000000 
22384,,,,,USD,5000000 
22385,USD,11013531 ,,,USD,5000000 
22386,,,,,USD,5000000 
22387,USD,517717 ,,,USD,5000000 
22388,,,,,USD,5000000 
22389,USD,964953 ,,,USD,5000000 
22390,,,,,USD,5000000 
22391,USD,4745 ,,,USD,5000000 
22392,,,,,USD,5000000 
22393,USD,4833 ,,,USD,5000000 
22394,,,,,USD,5000000 
22395,USD,19572 ,,,USD,5000000 
22396,,,,,USD,5000000 
22397,USD,5260 ,,,USD,5000000 
22398,,,,,USD,5000000 
22399,,,,,USD,5000000 
22400,,,,,USD,5000000 
22401,USD,40267368 ,,,USD,5000000 
22402,USD,15584520 ,,,USD,5000000 
22403,,,,,USD,5000000 
22404,USD,13075926 ,,,USD,5000000 
22405,USD,20813 ,,,USD,5000000 
22406,,,,,USD,5000000 
22407,,,,,USD,5000000 
22408,,,,,USD,5000000 
22409,,,,,USD,5000000 
22410,,,,,USD,5000000 
22411,,,,,USD,5000000 
22412,,,,,USD,5000000 
22413,,,,,USD,5000000 
22414,,,,,USD,5000000 
22415,USD,256229 ,,,USD,5000000 
22416,USD,1557172 ,,,USD,5000000 
22417,,,,,USD,5000000 
22418,USD,36585 ,,,USD,5000000 
22419,,,,,USD,5000000 
22420,USD,7641336 ,,,USD,5000000 
22421,,,,,USD,5000000 
22422,USD,3597444 ,,,USD,5000000 
22423,USD,49286 ,,,USD,5000000 
22424,USD,1145814 ,,,USD,5000000 
22425,USD,34174 ,,,USD,5000000 
22426,USD,3358085 ,,,USD,5000000 
22427,USD,823471 ,,,USD,5000000 
22428,USD,388789 ,,,USD,5000000 
22429,,,,,USD,5000000 
22430,,,,,USD,5000000 
22431,USD,7882387 ,,,USD,5000000 
22432,,,,,USD,5000000 
22433,USD,2305829 ,,,USD,5000000 
22434,,,,,USD,5000000 
22435,USD,3599 ,,,USD,5000000 
22436,,,,,USD,5000000 
22437,USD,1465048 ,,,USD,5000000 
22438,,,,,USD,5000000 
22439,,,,,USD,5000000 
22440,,,,,USD,5000000 
22441,USD,1314 ,,,USD,5000000 
22442,USD,8849 ,,,USD,5000000 
22443,,,,,USD,5000000 
22444,,,,,USD,5000000 
22445,,,,,USD,5000000 
22446,,,,,USD,5000000 
22447,USD,5124 ,,,USD,5000000 
22448,USD,98559 ,,,USD,5000000 
22449,,,,,USD,5000000 
22450,,,,,USD,5000000 
22451,,,,,USD,4915000 
22452,,,,,USD,4900000 
22453,,,,,USD,4895000 
22454,,,,,USD,4800000 
22455,,,,,USD,4800000 
22456,,,,,USD,4800000 
22457,,,,,USD,4800000 
22458,,,,,USD,4800000 
22459,,,,,USD,4750000 
22460,,,,,USD,4700000 
22461,,,,,USD,4700000 
22462,USD,10371998 ,,,USD,4700000 
22463,,,,,USD,4700000 
22464,,,,,USD,4653000 
22465,USD,7717 ,,,USD,4638783 
22466,,,,,USD,4600000 
22467,,,,,USD,4600000 
22468,,,,,USD,4600000 
22469,USD,993591 ,,,USD,4600000 
22470,USD,1084126 ,,,USD,4600000 
22471,USD,1477582 ,,,USD,4600000 
22472,USD,3073989 ,,,USD,4600000 
22473,USD,6382550 ,,,USD,4600000 
22474,,,,,USD,4595000 
22475,,,,,USD,4590000 
22476,,,,,USD,4590000 
22477,,,,,USD,4550000 
22478,,,,,USD,4520000 
22479,,,,,USD,4500000 
22480,,,,,USD,4500000 
22481,,,,,USD,4500000 
22482,,,,,USD,4500000 
22483,,,,,USD,4500000 
22484,,,,,USD,4500000 
22485,,,,,USD,4500000 
22486,,,,,USD,4500000 
22487,,,,,USD,4500000 
22488,,,,,USD,4500000 
22489,USD,65232 ,,,USD,4500000 
22490,,,,,USD,4500000 
22491,,,,,USD,4500000 
22492,,,,,USD,4500000 
22493,,,,,USD,4500000 
22494,,,,,USD,4500000 
22495,,,,,USD,4500000 
22496,,,,,USD,4500000 
22497,,,,,USD,4500000 
22498,,,,,USD,4500000 
22499,,,,,USD,4500000 
22500,,,,,USD,4500000 
22501,,,,,USD,4500000 
22502,,,,,USD,4500000 
22503,,,,,USD,4500000 
22504,USD,958989 ,,,USD,4500000 
22505,,,,,USD,4500000 
22506,,,,,USD,4500000 
22507,,,,,USD,4500000 
22508,,,,,USD,4500000 
22509,USD,39707 ,,,USD,4500000 
22510,,,,,USD,4500000 
22511,USD,3620000 ,,,USD,4500000 
22512,,,,,USD,4500000 
22513,USD,128813 ,,,USD,4500000 
22514,,,,,USD,4500000 
22515,USD,11764129 ,,,USD,4500000 
22516,,,,,USD,4500000 
22517,USD,1798418 ,,,USD,4500000 
22518,USD,13567 ,,,USD,4500000 
22519,USD,30525503 ,,,USD,4500000 
22520,USD,7006849 ,,,USD,4500000 
22521,USD,156510 ,,,USD,4500000 
22522,USD,708152 ,,,USD,4500000 
22523,,,,,USD,4500000 
22524,USD,796346 ,,,USD,4500000 
22525,USD,502475 ,,,USD,4500000 
22526,USD,3712643 ,,,USD,4500000 
22527,USD,1035474 ,,,USD,4500000 
22528,,,,,USD,4500000 
22529,,,,,USD,4500000 
22530,,,,,USD,4500000 
22531,USD,688009 ,,,USD,4500000 
22532,USD,7917683 ,,,USD,4500000 
22533,,,,,USD,4500000 
22534,,,,,USD,4500000 
22535,USD,298688 ,,,USD,4500000 
22536,,,,,USD,4500000 
22537,,,,,USD,4500000 
22538,USD,3906308 ,,,USD,4500000 
22539,,,,,USD,4500000 
22540,USD,587782 ,,,USD,4500000 
22541,,,,,USD,4500000 
22542,USD,4227648 ,,,USD,4500000 
22543,,,,,USD,4490375 
22544,,,,,USD,4490000 
22545,,,,,USD,4474000 
22546,,,,,USD,4450000 
22547,USD,4931175 ,,,USD,4400000 
22548,,,,,USD,4400000 
22549,USD,32182 ,,,USD,4400000 
22550,USD,3400203 ,,,USD,4400000 
22551,USD,9323484 ,,,USD,4400000 
22552,,,,,USD,4353000 
22553,USD,43050 ,,,USD,4300000 
22554,,,,,USD,4300000 
22555,,,,,USD,4300000 
22556,,,,,USD,4300000 
22557,,,,,USD,4300000 
22558,USD,1922023 ,,,USD,4300000 
22559,USD,1065656 ,,,USD,4300000 
22560,USD,190819 ,,,USD,4275000 
22561,USD,6789 ,,,USD,4258000 
22562,USD,3877004 ,,,USD,4250000 
22563,,,,,USD,4240000 
22564,USD,10980 ,,,USD,4200000 
22565,,,,,USD,4200000 
22566,,,,,USD,4200000 
22567,,,,,USD,4200000 
22568,USD,11136265 ,,,USD,4200000 
22569,USD,27840 ,,,USD,4200000 
22570,,,,,USD,4200000 
22571,,,,,USD,4200000 
22572,,,,,USD,4150000 
22573,,,,,USD,4149000 
22574,,,,,USD,4100000 
22575,USD,9439 ,,,USD,4100000 
22576,,,,,USD,4100000 
22577,,,,,USD,4100000 
22578,,,,,USD,4100000 
22579,,,,,USD,4070248 
22580,,,,,USD,4041000 
22581,,,,,USD,4000000 
22582,,,,,USD,4000000 
22583,,,,,USD,4000000 
22584,,,,,USD,4000000 
22585,,,,,USD,4000000 
22586,,,,,USD,4000000 
22587,,,,,USD,4000000 
22588,,,,,USD,4000000 
22589,,,,,USD,4000000 
22590,,,,,USD,4000000 
22591,,,,,USD,4000000 
22592,,,,,USD,4000000 
22593,,,,,USD,4000000 
22594,,,,,USD,4000000 
22595,,,,,USD,4000000 
22596,,,,,USD,4000000 
22597,,,,,USD,4000000 
22598,USD,6388 ,,,USD,4000000 
22599,,,,,USD,4000000 
22600,USD,227940 ,,,USD,4000000 
22601,,,,,USD,4000000 
22602,,,,,USD,4000000 
22603,,,,,USD,4000000 
22604,USD,10721 ,,,USD,4000000 
22605,,,,,USD,4000000 
22606,,,,,USD,4000000 
22607,,,,,USD,4000000 
22608,,,,,USD,4000000 
22609,,,,,USD,4000000 
22610,,,,,USD,4000000 
22611,,,,,USD,4000000 
22612,USD,17380 ,,,USD,4000000 
22613,,,,,USD,4000000 
22614,,,,,USD,4000000 
22615,,,,,USD,4000000 
22616,,,,,USD,4000000 
22617,,,,,USD,4000000 
22618,,,,,USD,4000000 
22619,,,,,USD,4000000 
22620,,,,,USD,4000000 
22621,USD,14480 ,,,USD,4000000 
22622,,,,,USD,4000000 
22623,,,,,USD,4000000 
22624,,,,,USD,4000000 
22625,,,,,USD,4000000 
22626,,,,,USD,4000000 
22627,,,,,USD,4000000 
22628,,,,,USD,4000000 
22629,,,,,USD,4000000 
22630,,,,,USD,4000000 
22631,,,,,USD,4000000 
22632,,,,,USD,4000000 
22633,,,,,USD,4000000 
22634,,,,,USD,4000000 
22635,,,,,USD,4000000 
22636,,,,,USD,4000000 
22637,,,,,USD,4000000 
22638,,,,,USD,4000000 
22639,,,,,USD,4000000 
22640,,,,,USD,4000000 
22641,,,,,USD,4000000 
22642,,,,,USD,4000000 
22643,,,,,USD,4000000 
22644,,,,,USD,4000000 
22645,,,,,USD,4000000 
22646,,,,,USD,4000000 
22647,,,,,USD,4000000 
22648,USD,21361 ,,,USD,4000000 
22649,,,,,USD,4000000 
22650,,,,,USD,4000000 
22651,,,,,USD,4000000 
22652,,,,,USD,4000000 
22653,,,,,USD,4000000 
22654,,,,,USD,4000000 
22655,USD,6718 ,,,USD,4000000 
22656,,,,,USD,4000000 
22657,,,,,USD,4000000 
22658,,,,,USD,4000000 
22659,,,,,USD,4000000 
22660,,,,,USD,4000000 
22661,,,,,USD,4000000 
22662,USD,158811 ,,,USD,4000000 
22663,,,,,USD,4000000 
22664,USD,74926 ,,,USD,4000000 
22665,USD,397969 ,,,USD,4000000 
22666,,,,,USD,4000000 
22667,,,,,USD,4000000 
22668,,,,,USD,4000000 
22669,,,,,USD,4000000 
22670,,,,,USD,4000000 
22671,,,,,USD,4000000 
22672,,,,,USD,4000000 
22673,USD,412868 ,,,USD,4000000 
22674,USD,2487338 ,,,USD,4000000 
22675,USD,73788 ,,,USD,4000000 
22676,,,,,USD,4000000 
22677,USD,18520000 ,,,USD,4000000 
22678,,,,,USD,4000000 
22679,USD,1732414 ,,,USD,4000000 
22680,,,,,USD,4000000 
22681,USD,7726507 ,,,USD,4000000 
22682,,,,,USD,4000000 
22683,,,,,USD,4000000 
22684,,,,,USD,4000000 
22685,,,,,USD,4000000 
22686,USD,1146422 ,,,USD,4000000 
22687,USD,655968 ,,,USD,4000000 
22688,,,,,USD,4000000 
22689,,,,,USD,4000000 
22690,USD,40100 ,,,USD,4000000 
22691,USD,126897 ,,,USD,4000000 
22692,USD,241963 ,,,USD,4000000 
22693,,,,,USD,4000000 
22694,,,,,USD,4000000 
22695,USD,350329 ,,,USD,4000000 
22696,USD,8002973 ,,,USD,4000000 
22697,,,,,USD,4000000 
22698,USD,2265733 ,,,USD,4000000 
22699,,,,,USD,4000000 
22700,,,,,USD,4000000 
22701,USD,355345 ,,,USD,4000000 
22702,,,,,USD,4000000 
22703,,,,,USD,4000000 
22704,USD,919445 ,,,USD,4000000 
22705,USD,2218136 ,,,USD,4000000 
22706,,,,,USD,4000000 
22707,USD,179836 ,,,USD,4000000 
22708,,,,,USD,4000000 
22709,USD,2415999 ,,,USD,4000000 
22710,USD,43476 ,,,USD,4000000 
22711,,,,,USD,4000000 
22712,,,,,USD,4000000 
22713,,,,,USD,4000000 
22714,,,,,USD,4000000 
22715,USD,690700 ,,,USD,4000000 
22716,USD,1079949 ,,,USD,4000000 
22717,USD,284818 ,,,USD,4000000 
22718,,,,,USD,4000000 
22719,,,,,USD,4000000 
22720,,,,,USD,4000000 
22721,,,,,USD,4000000 
22722,,,,,USD,4000000 
22723,,,,,USD,4000000 
22724,USD,187089 ,,,USD,4000000 
22725,USD,442550 ,,,USD,4000000 
22726,USD,1207592 ,,,USD,4000000 
22727,USD,325185 ,,,USD,4000000 
22728,USD,164720 ,,,USD,4000000 
22729,,,,,USD,4000000 
22730,USD,189995 ,,,USD,4000000 
22731,,,,,USD,4000000 
22732,,,,,USD,4000000 
22733,,,,,USD,4000000 
22734,USD,9783143 ,,,USD,4000000 
22735,,,,,USD,4000000 
22736,,,,,USD,4000000 
22737,USD,220884 ,,,USD,4000000 
22738,USD,24022125 ,,,USD,4000000 
22739,,,,,USD,4000000 
22740,,,,,USD,4000000 
22741,USD,1838858 ,,,USD,4000000 
22742,USD,10131455 ,,,USD,4000000 
22743,USD,12571431 ,,,USD,4000000 
22744,,,,,USD,4000000 
22745,USD,27741 ,,,USD,4000000 
22746,,,,,USD,4000000 
22747,USD,1784156 ,,,USD,4000000 
22748,,,,,USD,4000000 
22749,,,,,USD,4000000 
22750,,,,,USD,4000000 
22751,USD,106919 ,,,USD,4000000 
22752,,,,,USD,4000000 
22753,USD,120283 ,,,USD,4000000 
22754,USD,37470 ,,,USD,4000000 
22755,,,,,USD,4000000 
22756,,,,,USD,4000000 
22757,,,,,USD,4000000 
22758,USD,801983 ,,,USD,4000000 
22759,,,,,USD,4000000 
22760,,,,,USD,4000000 
22761,,,,,USD,4000000 
22762,,,,,USD,4000000 
22763,,,,,USD,4000000 
22764,,,,,USD,4000000 
22765,USD,111486 ,,,USD,4000000 
22766,USD,45769 ,,,USD,4000000 
22767,,,,,USD,4000000 
22768,USD,1421842 ,,,USD,4000000 
22769,,,,,USD,4000000 
22770,,,,,USD,4000000 
22771,USD,4459303 ,,,USD,4000000 
22772,USD,4007222 ,,,USD,4000000 
22773,,,,,USD,4000000 
22774,USD,5173335 ,,,USD,4000000 
22775,USD,24416 ,,,USD,4000000 
22776,USD,1708631 ,,,USD,4000000 
22777,USD,725 ,,,USD,4000000 
22778,,,,,USD,4000000 
22779,,,,,USD,4000000 
22780,,,,,USD,4000000 
22781,USD,4758401 ,,,USD,4000000 
22782,,,,,USD,4000000 
22783,,,,,USD,4000000 
22784,USD,11702016 ,,,USD,4000000 
22785,USD,13816357 ,,,USD,4000000 
22786,,,,,USD,4000000 
22787,,,,,USD,4000000 
22788,,,,,USD,4000000 
22789,USD,143837 ,,,USD,4000000 
22790,USD,37229 ,,,USD,4000000 
22791,USD,2464 ,,,USD,4000000 
22792,,,,,USD,3959000 
22793,,,,,USD,3950000 
22794,,,,,USD,3950000 
22795,,,,,USD,3926842 
22796,,,,,USD,3926000 
22797,,,,,USD,3920000 
22798,,,,,USD,3900000 
22799,,,,,USD,3900000 
22800,,,,,USD,3900000 
22801,,,,,USD,3900000 
22802,,,,,USD,3900000 
22803,USD,14249906 ,,,USD,3900000 
22804,,,,,USD,3845000 
22805,,,,,USD,3842000 
22806,,,,,USD,3800000 
22807,,,,,USD,3800000 
22808,,,,,USD,3800000 
22809,,,,,USD,3800000 
22810,,,,,USD,3800000 
22811,,,,,USD,3800000 
22812,USD,806638 ,,,USD,3800000 
22813,,,,,USD,3800000 
22814,,,,,USD,3800000 
22815,USD,847307 ,,,USD,3800000 
22816,,,,,USD,3800000 
22817,USD,538091 ,,,USD,3800000 
22818,,,,,USD,3800000 
22819,,,,,USD,3775000 
22820,,,,,USD,3768785 
22821,,,,,USD,3750000 
22822,,,,,USD,3750000 
22823,,,,,USD,3750000 
22824,,,,,USD,3716946 
22825,,,,,USD,3705000 
22826,,,,,USD,3705000 
22827,,,,,USD,3700000 
22828,,,,,USD,3700000 
22829,,,,,USD,3700000 
22830,USD,3492 ,,,USD,3700000 
22831,USD,240632 ,,,USD,3700000 
22832,,,,,USD,3700000 
22833,,,,,USD,3700000 
22834,USD,1811984 ,,,USD,3700000 
22835,USD,724591 ,,,USD,3700000 
22836,USD,85193 ,,,USD,3700000 
22837,,,,,USD,3660000 
22838,,,,,USD,3651000 
22839,USD,279078 ,,,USD,3650000 
22840,,,,,USD,3637000 
22841,,,,,USD,3610000 
22842,USD,954696 ,,,USD,3610000 
22843,,,,,USD,3600000 
22844,,,,,USD,3600000 
22845,,,,,USD,3600000 
22846,USD,121825 ,,,USD,3600000 
22847,,,,,USD,3600000 
22848,,,,,USD,3600000 
22849,USD,2220689 ,,,USD,3600000 
22850,USD,1541490 ,,,USD,3600000 
22851,USD,3729856 ,,,USD,3598902 
22852,,,,,USD,3585000 
22853,,,,,USD,3585000 
22854,,,,,USD,3560000 
22855,,,,,USD,3550000 
22856,,,,,USD,3525000 
22857,,,,,USD,3520000 
22858,,,,,USD,3500000 
22859,,,,,USD,3500000 
22860,,,,,USD,3500000 
22861,,,,,USD,3500000 
22862,,,,,USD,3500000 
22863,,,,,USD,3500000 
22864,,,,,USD,3500000 
22865,,,,,USD,3500000 
22866,,,,,USD,3500000 
22867,,,,,USD,3500000 
22868,,,,,USD,3500000 
22869,,,,,USD,3500000 
22870,USD,8869 ,,,USD,3500000 
22871,,,,,USD,3500000 
22872,,,,,USD,3500000 
22873,,,,,USD,3500000 
22874,,,,,USD,3500000 
22875,,,,,USD,3500000 
22876,,,,,USD,3500000 
22877,,,,,USD,3500000 
22878,,,,,USD,3500000 
22879,,,,,USD,3500000 
22880,,,,,USD,3500000 
22881,,,,,USD,3500000 
22882,,,,,USD,3500000 
22883,,,,,USD,3500000 
22884,,,,,USD,3500000 
22885,,,,,USD,3500000 
22886,,,,,USD,3500000 
22887,,,,,USD,3500000 
22888,,,,,USD,3500000 
22889,,,,,USD,3500000 
22890,,,,,USD,3500000 
22891,,,,,USD,3500000 
22892,,,,,USD,3500000 
22893,,,,,USD,3500000 
22894,,,,,USD,3500000 
22895,,,,,USD,3500000 
22896,,,,,USD,3500000 
22897,,,,,USD,3500000 
22898,,,,,USD,3500000 
22899,,,,,USD,3500000 
22900,USD,102744 ,,,USD,3500000 
22901,,,,,USD,3500000 
22902,,,,,USD,3500000 
22903,,,,,USD,3500000 
22904,,,,,USD,3500000 
22905,,,,,USD,3500000 
22906,,,,,USD,3500000 
22907,,,,,USD,3500000 
22908,,,,,USD,3500000 
22909,,,,,USD,3500000 
22910,,,,,USD,3500000 
22911,,,,,USD,3500000 
22912,,,,,USD,3500000 
22913,USD,386927 ,,,USD,3500000 
22914,,,,,USD,3500000 
22915,,,,,USD,3500000 
22916,,,,,USD,3500000 
22917,,,,,USD,3500000 
22918,,,,,USD,3500000 
22919,,,,,USD,3500000 
22920,USD,8120875 ,,,USD,3500000 
22921,USD,673844 ,,,USD,3500000 
22922,,,,,USD,3500000 
22923,,,,,USD,3500000 
22924,USD,138985 ,,,USD,3500000 
22925,,,,,USD,3500000 
22926,USD,138490 ,,,USD,3500000 
22927,USD,3004541 ,,,USD,3500000 
22928,,,,,USD,3500000 
22929,,,,,USD,3500000 
22930,,,,,USD,3500000 
22931,USD,4884108 ,,,USD,3500000 
22932,USD,3464124 ,,,USD,3500000 
