,worldwide_gross_income_currency,worldwide_gross_income,usa_gross_income_currency,usa_gross_income,budget_currency,budget
21337,,,,,USD,12000000 
21338,,,,,USD,12000000 
21339,,,,,USD,12000000 
21340,,,,,USD,12000000 
21341,USD,524637 ,,,USD,12000000 
21342,,,,,USD,12000000 
21343,USD,57524 ,,,USD,12000000 
21344,USD,32933 ,,,USD,12000000 
21345,USD,266475 ,,,USD,12000000 
21346,,,,,USD,12000000 
21347,USD,20808 ,,,USD,12000000 
21348,USD,1464478 ,,,USD,12000000 
21349,,,,,USD,12000000 
21350,USD,2351592 ,,,USD,12000000 
21351,,,,,USD,12000000 
21352,,,,,USD,12000000 
21353,USD,132050 ,,,USD,12000000 
21354,USD,875898 ,,,USD,12000000 
21355,USD,5285197 ,,,USD,12000000 
21356,USD,10793051 ,,,USD,12000000 
21357,USD,16869261 ,,,USD,12000000 
21358,USD,229140 ,,,USD,12000000 
21359,,,,,USD,12000000 
21360,USD,1189133 ,,,USD,12000000 
21361,USD,1279576 ,,,USD,12000000 
21362,USD,188660 ,,,USD,12000000 
21363,USD,908578 ,,,USD,12000000 
21364,USD,773713 ,,,USD,12000000 
21365,USD,10362785 ,,,USD,12000000 
21366,USD,345734 ,,,USD,12000000 
21367,USD,6555121 ,,,USD,12000000 
21368,USD,2187716 ,,,USD,12000000 
21369,USD,1332682 ,,,USD,12000000 
21370,USD,2210751 ,,,USD,12000000 
21371,USD,38682281 ,,,USD,12000000 
21372,USD,1799157 ,,,USD,12000000 
21373,USD,13387096 ,,,USD,12000000 
21374,USD,21225527 ,,,USD,12000000 
21375,USD,49670273 ,,,USD,12000000 
21376,USD,2172 ,,,USD,12000000 
21377,USD,48502 ,,,USD,12000000 
21378,USD,30468235 ,,,USD,12000000 
21379,USD,2472283 ,,,USD,12000000 
21380,USD,5501541 ,,,USD,12000000 
21381,USD,29592 ,,,USD,12000000 
21382,,,,,USD,12000000 
21383,,,,,USD,12000000 
21384,USD,1231606 ,,,USD,12000000 
21385,USD,267030 ,,,USD,12000000 
21386,USD,81411331 ,,,USD,12000000 
21387,USD,1871119 ,,,USD,12000000 
21388,USD,4828042 ,,,USD,12000000 
21389,USD,39027 ,,,USD,12000000 
21390,USD,57946 ,,,USD,12000000 
21391,USD,6153545 ,,,USD,12000000 
21392,,,,,USD,12000000 
21393,USD,5057715 ,,,USD,12000000 
21394,,,,,USD,11900000 
21395,USD,22108789 ,,,USD,11715578 
21396,,,,,USD,11500000 
21397,USD,152547 ,,,USD,11500000 
21398,USD,69564 ,,,USD,11500000 
21399,USD,32572 ,,,USD,11500000 
21400,USD,409832 ,,,USD,11500000 
21401,USD,33289 ,,,USD,11200000 
21402,,,,,USD,11000000 
21403,,,,,USD,11000000 
21404,,,,,USD,11000000 
21405,,,,,USD,11000000 
21406,USD,198992 ,,,USD,11000000 
21407,,,,,USD,11000000 
21408,,,,,USD,11000000 
21409,,,,,USD,11000000 
21410,,,,,USD,11000000 
21411,,,,,USD,11000000 
21412,USD,108698 ,,,USD,11000000 
21413,,,,,USD,11000000 
21414,USD,595214 ,,,USD,11000000 
21415,,,,,USD,11000000 
21416,USD,8738101 ,,,USD,11000000 
21417,USD,791247 ,,,USD,11000000 
21418,USD,839117 ,,,USD,11000000 
21419,USD,863044 ,,,USD,11000000 
21420,USD,680772 ,,,USD,11000000 
21421,USD,10052731 ,,,USD,11000000 
21422,USD,5674205 ,,,USD,11000000 
21423,USD,5380142 ,,,USD,11000000 
21424,USD,456350 ,,,USD,11000000 
21425,USD,1212500 ,,,USD,11000000 
21426,,,,,USD,11000000 
21427,USD,2628152 ,,,USD,11000000 
21428,USD,34958596 ,,,USD,11000000 
21429,USD,3340503 ,,,USD,11000000 
21430,USD,1140935 ,,,USD,11000000 
21431,USD,2049761 ,,,USD,11000000 
21432,,,,,USD,11000000 
21433,USD,7034772 ,,,USD,11000000 
21434,,,,,USD,10990000 
21435,USD,59766 ,,,USD,10600000 
21436,USD,22361629 ,,,USD,10500000 
21437,USD,840809 ,,,USD,10500000 
21438,USD,567064 ,,,USD,10500000 
21439,USD,2500277 ,,,USD,10400000 
21440,,,,,USD,10300000 
21441,,,,,USD,10000000 
21442,,,,,USD,10000000 
21443,,,,,USD,10000000 
21444,,,,,USD,10000000 
21445,,,,,USD,10000000 
21446,,,,,USD,10000000 
21447,USD,19773 ,,,USD,10000000 
21448,,,,,USD,10000000 
21449,,,,,USD,10000000 
21450,,,,,USD,10000000 
21451,,,,,USD,10000000 
21452,,,,,USD,10000000 
21453,,,,,USD,10000000 
21454,,,,,USD,10000000 
21455,,,,,USD,10000000 
21456,,,,,USD,10000000 
21457,,,,,USD,10000000 
21458,,,,,USD,10000000 
21459,,,,,USD,10000000 
21460,,,,,USD,10000000 
21461,,,,,USD,10000000 
21462,,,,,USD,10000000 
21463,,,,,USD,10000000 
21464,,,,,USD,10000000 
21465,,,,,USD,10000000 
21466,,,,,USD,10000000 
21467,,,,,USD,10000000 
21468,,,,,USD,10000000 
21469,,,,,USD,10000000 
21470,,,,,USD,10000000 
21471,,,,,USD,10000000 
21472,,,,,USD,10000000 
21473,,,,,USD,10000000 
21474,,,,,USD,10000000 
21475,,,,,USD,10000000 
21476,,,,,USD,10000000 
21477,,,,,USD,10000000 
21478,USD,1789525 ,,,USD,10000000 
21479,,,,,USD,10000000 
21480,,,,,USD,10000000 
21481,USD,21135 ,,,USD,10000000 
21482,,,,,USD,10000000 
21483,,,,,USD,10000000 
21484,,,,,USD,10000000 
21485,,,,,USD,10000000 
21486,,,,,USD,10000000 
21487,,,,,USD,10000000 
21488,USD,2164209 ,,,USD,10000000 
21489,USD,90071 ,,,USD,10000000 
21490,USD,2451607 ,,,USD,10000000 
21491,,,,,USD,10000000 
21492,,,,,USD,10000000 
21493,USD,27460 ,,,USD,10000000 
21494,,,,,USD,10000000 
21495,USD,1858381 ,,,USD,10000000 
21496,,,,,USD,10000000 
21497,,,,,USD,10000000 
21498,USD,35443 ,,,USD,10000000 
21499,,,,,USD,10000000 
21500,,,,,USD,10000000 
21501,,,,,USD,10000000 
21502,USD,489046 ,,,USD,10000000 
21503,,,,,USD,10000000 
21504,,,,,USD,10000000 
21505,USD,898401 ,,,USD,10000000 
21506,USD,253078 ,,,USD,10000000 
21507,,,,,USD,10000000 
21508,,,,,USD,10000000 
21509,USD,170255 ,,,USD,10000000 
21510,USD,851570 ,,,USD,10000000 
21511,,,,,USD,10000000 
21512,USD,82349 ,,,USD,10000000 
21513,,,,,USD,10000000 
21514,USD,85455 ,,,USD,10000000 
21515,USD,8742330 ,,,USD,10000000 
21516,USD,8521208 ,,,USD,10000000 
21517,USD,1520 ,,,USD,10000000 
21518,USD,2273426 ,,,USD,10000000 
21519,USD,49282156 ,,,USD,10000000 
21520,,,,,USD,10000000 
21521,USD,14191149 ,,,USD,10000000 
21522,USD,22994406 ,,,USD,10000000 
21523,USD,1415804 ,,,USD,10000000 
21524,USD,16764611 ,,,USD,10000000 
21525,USD,35227275 ,,,USD,10000000 
21526,,,,,USD,10000000 
21527,,,,,USD,10000000 
21528,USD,304127 ,,,USD,10000000 
21529,,,,,USD,10000000 
21530,,,,,USD,10000000 
21531,USD,37579689 ,,,USD,10000000 
21532,,,,,USD,10000000 
21533,,,,,USD,10000000 
21534,,,,,USD,10000000 
21535,USD,1193802 ,,,USD,10000000 
21536,USD,220925 ,,,USD,10000000 
21537,,,,,USD,10000000 
21538,USD,18980564 ,,,USD,10000000 
21539,USD,996116 ,,,USD,10000000 
21540,USD,194243 ,,,USD,10000000 
21541,USD,1892625 ,,,USD,10000000 
21542,USD,64040 ,,,USD,10000000 
21543,USD,844447 ,,,USD,10000000 
21544,,,,,USD,10000000 
21545,,,,,USD,10000000 
21546,USD,1321438 ,,,USD,10000000 
21547,USD,52965 ,,,USD,10000000 
21548,USD,1314843 ,,,USD,10000000 
21549,,,,,USD,10000000 
21550,,,,,USD,10000000 
21551,,,,,USD,10000000 
21552,USD,93759 ,,,USD,10000000 
21553,,,,,USD,10000000 
21554,USD,933540 ,,,USD,10000000 
21555,,,,,USD,10000000 
21556,,,,,USD,10000000 
21557,USD,661427 ,,,USD,10000000 
21558,,,,,USD,10000000 
21559,,,,,USD,10000000 
21560,USD,16350958 ,,,USD,10000000 
21561,USD,315132 ,,,USD,10000000 
21562,USD,12732423 ,,,USD,10000000 
21563,,,,,USD,10000000 
21564,USD,1473445 ,,,USD,10000000 
21565,USD,80231 ,,,USD,10000000 
21566,USD,99861 ,,,USD,10000000 
21567,USD,435 ,,,USD,10000000 
21568,USD,594860 ,,,USD,10000000 
21569,USD,15316635 ,,,USD,10000000 
21570,,,,,USD,10000000 
21571,USD,7461966 ,,,USD,10000000 
21572,USD,566985 ,,,USD,10000000 
21573,USD,20672 ,,,USD,10000000 
21574,USD,973987 ,,,USD,10000000 
21575,USD,87122 ,,,USD,10000000 
21576,USD,1303920 ,,,USD,10000000 
21577,USD,1437650 ,,,USD,10000000 
21578,USD,2931475 ,,,USD,10000000 
21579,,,,,USD,10000000 
21580,USD,272793 ,,,USD,10000000 
21581,,,,,USD,10000000 
21582,USD,287779 ,,,USD,10000000 
21583,USD,20670 ,,,USD,10000000 
21584,,,,,USD,10000000 
21585,USD,5410000 ,,,USD,10000000 
21586,,,,,USD,10000000 
21587,USD,35896281 ,,,USD,10000000 
21588,USD,1568954 ,,,USD,10000000 
21589,USD,8292235 ,,,USD,10000000 
21590,USD,13109 ,,,USD,10000000 
21591,USD,5368535 ,,,USD,10000000 
21592,USD,8522 ,,,USD,10000000 
21593,,,,,USD,10000000 
21594,USD,13780642 ,,,USD,10000000 
21595,USD,49567466 ,,,USD,10000000 
21596,,,,,USD,10000000 
21597,USD,5653694 ,,,USD,10000000 
21598,USD,147784 ,,,USD,10000000 
21599,USD,7048 ,,,USD,10000000 
21600,USD,41037 ,,,USD,10000000 
21601,USD,29171110 ,,,USD,10000000 
21602,,,,,USD,10000000 
21603,USD,347295 ,,,USD,10000000 
21604,,,,,USD,10000000 
21605,USD,324444 ,,,USD,10000000 
21606,USD,2137751 ,,,USD,10000000 
21607,,,,,USD,10000000 
21608,USD,35950901 ,,,USD,10000000 
21609,USD,2085738 ,,,USD,9800000 
21610,,,,,USD,9750000 
21611,USD,9162 ,,,USD,9750000 
21612,USD,87760 ,,,USD,9700000 
21613,,,,,USD,9600000 
21614,,,,,USD,9500000 
21615,,,,,USD,9500000 
21616,,,,,USD,9500000 
21617,,,,,USD,9500000 
21618,USD,26146165 ,,,USD,9500000 
21619,,,,,USD,9500000 
21620,,,,,USD,9500000 
21621,,,,,USD,9500000 
21622,,,,,USD,9500000 
21623,USD,1121976 ,,,USD,9500000 
21624,,,,,USD,9500000 
21625,,,,,USD,9400000 
21626,,,,,USD,9400000 
21627,,,,,USD,9200000 
21628,,,,,USD,9000000 
21629,,,,,USD,9000000 
21630,,,,,USD,9000000 
21631,,,,,USD,9000000 
21632,,,,,USD,9000000 
21633,,,,,USD,9000000 
21634,,,,,USD,9000000 
21635,,,,,USD,9000000 
21636,,,,,USD,9000000 
21637,,,,,USD,9000000 
21638,,,,,USD,9000000 
21639,,,,,USD,9000000 
21640,,,,,USD,9000000 
21641,,,,,USD,9000000 
21642,,,,,USD,9000000 
21643,,,,,USD,9000000 
21644,,,,,USD,9000000 
21645,,,,,USD,9000000 
21646,,,,,USD,9000000 
21647,,,,,USD,9000000 
21648,,,,,USD,9000000 
21649,USD,86722 ,,,USD,9000000 
21650,USD,129364 ,,,USD,9000000 
21651,,,,,USD,9000000 
21652,USD,371000 ,,,USD,9000000 
21653,USD,14902587 ,,,USD,9000000 
21654,USD,558764 ,,,USD,9000000 
21655,USD,9390670 ,,,USD,9000000 
21656,USD,504858 ,,,USD,9000000 
21657,,,,,USD,9000000 
21658,,,,,USD,9000000 
21659,USD,14456963 ,,,USD,9000000 
21660,USD,1371890 ,,,USD,9000000 
21661,USD,11198830 ,,,USD,9000000 
21662,USD,5127434 ,,,USD,9000000 
21663,USD,1119052 ,,,USD,9000000 
21664,USD,11890062 ,,,USD,9000000 
21665,USD,321650 ,,,USD,9000000 
21666,USD,43368 ,,,USD,9000000 
21667,USD,13547689 ,,,USD,9000000 
21668,USD,72962 ,,,USD,8800000 
21669,,,,,USD,8800000 
21670,USD,31803468 ,,,USD,8800000 
21671,,,,,USD,8700000 
21672,,,,,USD,8600000 
21673,,,,,USD,8600000 
21674,,,,,USD,8500000 
21675,,,,,USD,8500000 
21676,,,,,USD,8500000 
21677,,,,,USD,8500000 
21678,,,,,USD,8500000 
21679,,,,,USD,8500000 
21680,,,,,USD,8500000 
21681,USD,784522 ,,,USD,8500000 
21682,USD,7172979 ,,,USD,8500000 
21683,USD,319421 ,,,USD,8500000 
21684,,,,,USD,8500000 
21685,USD,117970 ,,,USD,8500000 
21686,USD,22212369 ,,,USD,8500000 
21687,,,,,USD,8500000 
21688,USD,1047091 ,,,USD,8500000 
21689,USD,354805 ,,,USD,8500000 
21690,USD,283755 ,,,USD,8500000 
21691,USD,148850 ,,,USD,8400000 
21692,,,,,USD,8300000 
21693,USD,1751490 ,,,USD,8300000 
21694,USD,23465471 ,,,USD,8300000 
21695,,,,,USD,8300000 
21696,,,,,USD,8200000 
21697,USD,2967122 ,,,USD,8200000 
21698,USD,15760549 ,,,USD,8170000 
21699,USD,2715050 ,,,USD,8100000 
21700,,,,,USD,8000000 
21701,,,,,USD,8000000 
21702,,,,,USD,8000000 
21703,,,,,USD,8000000 
21704,,,,,USD,8000000 
21705,,,,,USD,8000000 
21706,,,,,USD,8000000 
21707,USD,12678 ,,,USD,8000000 
21708,,,,,USD,8000000 
21709,,,,,USD,8000000 
21710,,,,,USD,8000000 
21711,,,,,USD,8000000 
21712,,,,,USD,8000000 
21713,,,,,USD,8000000 
21714,USD,831785 ,,,USD,8000000 
21715,,,,,USD,8000000 
21716,,,,,USD,8000000 
21717,USD,449275 ,,,USD,8000000 
21718,USD,9502387 ,,,USD,8000000 
21719,USD,1868949 ,,,USD,8000000 
21720,USD,7016 ,,,USD,8000000 
21721,USD,3439198 ,,,USD,8000000 
21722,USD,1993736 ,,,USD,8000000 
21723,,,,,USD,8000000 
21724,,,,,USD,8000000 
21725,USD,122457 ,,,USD,8000000 
21726,,,,,USD,8000000 
21727,USD,886756 ,,,USD,8000000 
21728,USD,43836 ,,,USD,8000000 
21729,USD,5484185 ,,,USD,8000000 
21730,USD,493459 ,,,USD,8000000 
21731,USD,662081 ,,,USD,8000000 
21732,USD,4433084 ,,,USD,8000000 
21733,USD,655467 ,,,USD,8000000 
21734,,,,,USD,8000000 
21735,USD,14182296 ,,,USD,8000000 
21736,USD,1851790 ,,,USD,8000000 
21737,USD,307410 ,,,USD,8000000 
21738,USD,3882908 ,,,USD,8000000 
21739,USD,35402 ,,,USD,8000000 
21740,USD,34820 ,,,USD,8000000 
21741,,,,,USD,8000000 
21742,USD,3159683 ,,,USD,8000000 
21743,,,,,USD,8000000 
21744,,,,,USD,8000000 
21745,,,,,USD,8000000 
21746,USD,110784 ,,,USD,8000000 
21747,,,,,USD,8000000 
21748,USD,29976481 ,,,USD,8000000 
21749,USD,82230 ,,,USD,8000000 
21750,USD,1670477 ,,,USD,8000000 
21751,USD,666922 ,,,USD,8000000 
21752,USD,10063189 ,,,USD,8000000 
21753,USD,12211 ,,,USD,8000000 
21754,,,,,USD,8000000 
21755,USD,2489381 ,,,USD,8000000 
21756,USD,280437 ,,,USD,8000000 
21757,USD,38158 ,,,USD,8000000 
21758,USD,33411 ,,,USD,8000000 
21759,USD,7286913 ,,,USD,8000000 
21760,,,,,USD,8000000 
21761,USD,8570000 ,,,USD,8000000 
21762,,,,,USD,8000000 
21763,USD,4668442 ,,,USD,8000000 
21764,,,,,USD,8000000 
21765,USD,72895 ,,,USD,8000000 
21766,,,,,USD,8000000 
21767,,,,,USD,8000000 
21768,USD,21701 ,,,USD,8000000 
21769,USD,7694425 ,,,USD,8000000 
21770,USD,538551 ,,,USD,8000000 
21771,USD,24864375 ,,,USD,8000000 
21772,,,,,USD,8000000 
21773,,,,,USD,7900000 
21774,USD,410753 ,,,USD,7900000 
21775,,,,,USD,7870000 
21776,USD,303860 ,,,USD,7800000 
21777,,,,,USD,7750000 
21778,,,,,USD,7750000 
21779,,,,,USD,7750000 
21780,USD,101486 ,,,USD,7623000 
21781,USD,326563 ,,,USD,7600000 
21782,,,,,USD,7600000 
21783,,,,,USD,7573797 
21784,,,,,USD,7525000 
21785,,,,,USD,7500000 
21786,,,,,USD,7500000 
21787,,,,,USD,7500000 
21788,,,,,USD,7500000 
21789,USD,154768 ,,,USD,7500000 
21790,,,,,USD,7500000 
21791,USD,898365 ,,,USD,7500000 
21792,USD,698544 ,,,USD,7500000 
21793,,,,,USD,7500000 
21794,USD,24423 ,,,USD,7500000 
21795,USD,647666 ,,,USD,7500000 
21796,USD,21274 ,,,USD,7500000 
21797,,,,,USD,7500000 
21798,,,,,USD,7500000 
21799,USD,30158762 ,,,USD,7500000 
21800,USD,163080 ,,,USD,7500000 
21801,USD,59884129 ,,,USD,7500000 
21802,USD,9231823 ,,,USD,7400000 
21803,USD,3443879 ,,,USD,7300000 
21804,USD,23998 ,,,USD,7300000 
21805,,,,,USD,7200000 
21806,USD,4383978 ,,,USD,7200000 
21807,,,,,USD,7190000 
21808,,,,,USD,7174000 
21809,,,,,USD,7150000 
21810,,,,,USD,7115000 
21811,,,,,USD,7000000 
21812,,,,,USD,7000000 
21813,,,,,USD,7000000 
21814,,,,,USD,7000000 
21815,,,,,USD,7000000 
21816,,,,,USD,7000000 
21817,USD,83827 ,,,USD,7000000 
21818,,,,,USD,7000000 
21819,,,,,USD,7000000 
21820,,,,,USD,7000000 
21821,USD,9519 ,,,USD,7000000 
21822,,,,,USD,7000000 
21823,,,,,USD,7000000 
21824,,,,,USD,7000000 
21825,,,,,USD,7000000 
21826,,,,,USD,7000000 
21827,,,,,USD,7000000 
21828,,,,,USD,7000000 
21829,,,,,USD,7000000 
21830,,,,,USD,7000000 
21831,,,,,USD,7000000 
21832,,,,,USD,7000000 
21833,,,,,USD,7000000 
21834,,,,,USD,7000000 
21835,,,,,USD,7000000 
21836,,,,,USD,7000000 
21837,,,,,USD,7000000 
21838,,,,,USD,7000000 
21839,USD,8449 ,,,USD,7000000 
21840,USD,379739 ,,,USD,7000000 
21841,,,,,USD,7000000 
21842,,,,,USD,7000000 
21843,,,,,USD,7000000 
21844,USD,3042497 ,,,USD,7000000 
21845,USD,12049825 ,,,USD,7000000 
21846,USD,516712 ,,,USD,7000000 
21847,,,,,USD,7000000 
21848,USD,292422 ,,,USD,7000000 
21849,,,,,USD,7000000 
21850,,,,,USD,7000000 
21851,USD,892786 ,,,USD,7000000 
21852,USD,4385278 ,,,USD,7000000 
21853,,,,,USD,7000000 
21854,,,,,USD,7000000 
21855,USD,6630285 ,,,USD,7000000 
21856,USD,4653071 ,,,USD,7000000 
21857,,,,,USD,7000000 
21858,,,,,USD,7000000 
21859,USD,371139 ,,,USD,7000000 
21860,,,,,USD,7000000 
21861,,,,,USD,7000000 
21862,,,,,USD,7000000 
21863,USD,676860 ,,,USD,7000000 
21864,USD,183844 ,,,USD,7000000 
21865,,,,,USD,7000000 
21866,,,,,USD,7000000 
21867,,,,,USD,7000000 
21868,USD,1348221 ,,,USD,7000000 
21869,,,,,USD,7000000 
21870,USD,15274292 ,,,USD,7000000 
21871,,,,,USD,7000000 
21872,USD,52172984 ,,,USD,7000000 
21873,USD,249601 ,,,USD,7000000 
21874,USD,743981 ,,,USD,7000000 
21875,,,,,USD,7000000 
21876,,,,,USD,7000000 
21877,,,,,USD,7000000 
21878,USD,257019 ,,,USD,7000000 
21879,USD,388598 ,,,USD,7000000 
21880,USD,291742 ,,,USD,7000000 
21881,USD,6237990 ,,,USD,7000000 
21882,,,,,USD,7000000 
21883,USD,174306 ,,,USD,7000000 
21884,USD,13567781 ,,,USD,7000000 
21885,USD,602802 ,,,USD,7000000 
21886,,,,,USD,7000000 
21887,USD,248280 ,,,USD,7000000 
21888,,,,,USD,7000000 
21889,,,,,USD,7000000 
21890,,,,,USD,7000000 
21891,USD,863808 ,,,USD,7000000 
21892,USD,17234954 ,,,USD,7000000 
21893,USD,171494 ,,,USD,7000000 
21894,,,,,USD,7000000 
21895,USD,125680 ,,,USD,7000000 
21896,,,,,USD,7000000 
21897,USD,37766 ,,,USD,7000000 
21898,,,,,USD,7000000 
21899,USD,434 ,,,USD,7000000 
21900,USD,165962 ,,,USD,7000000 
21901,,,,,USD,7000000 
21902,,,,,USD,7000000 
21903,,,,,USD,7000000 
21904,USD,18566 ,,,USD,7000000 
21905,USD,242997 ,,,USD,7000000 
21906,USD,5595 ,,,USD,7000000 
21907,,,,,USD,7000000 
21908,USD,1940234 ,,,USD,7000000 
21909,USD,349208 ,,,USD,7000000 
21910,USD,5162886 ,,,USD,6970000 
21911,,,,,USD,6900000 
21912,USD,260371 ,,,USD,6900000 
21913,USD,1656885 ,,,USD,6900000 
21914,,,,,USD,6850000 
21915,,,,,USD,6800000 
21916,USD,887065 ,,,USD,6800000 
21917,,,,,USD,6727000 
21918,,,,,USD,6700000 
21919,,,,,USD,6700000 
21920,USD,9759 ,,,USD,6700000 
21921,,,,,USD,6600000 
21922,USD,5668177 ,,,USD,6600000 
21923,,,,,USD,6580000 
21924,,,,,USD,6500000 
21925,,,,,USD,6500000 
21926,,,,,USD,6500000 
21927,,,,,USD,6500000 
21928,,,,,USD,6500000 
21929,,,,,USD,6500000 
21930,,,,,USD,6500000 
21931,,,,,USD,6500000 
21932,,,,,USD,6500000 
21933,USD,209531 ,,,USD,6500000 
21934,,,,,USD,6500000 
21935,,,,,USD,6500000 
21936,USD,5568811 ,,,USD,6500000 
21937,,,,,USD,6500000 
21938,,,,,USD,6500000 
21939,,,,,USD,6500000 
21940,USD,1149138 ,,,USD,6500000 
21941,,,,,USD,6500000 
21942,USD,54437 ,,,USD,6500000 
21943,,,,,USD,6500000 
21944,,,,,USD,6500000 
21945,USD,2868658 ,,,USD,6500000 
21946,USD,452036 ,,,USD,6500000 
21947,,,,,USD,6500000 
21948,,,,,USD,6500000 
21949,,,,,USD,6400000 
21950,,,,,USD,6400000 
21951,,,,,USD,6370000 
21952,,,,,USD,6300000 
21953,,,,,USD,6290000 
21954,,,,,USD,6250000 
21955,,,,,USD,6250000 
21956,,,,,USD,6250000 
21957,,,,,USD,6250000 
21958,,,,,USD,6200000 
21959,,,,,USD,6200000 
21960,USD,936542 ,,,USD,6200000 
21961,USD,49172 ,,,USD,6200000 
21962,,,,,USD,6200000 
21963,USD,714 ,,,USD,6100000 
21964,USD,1398631 ,,,USD,6100000 
21965,,,,,USD,6095000 
21966,,,,,USD,6000000 
21967,,,,,USD,6000000 
21968,,,,,USD,6000000 
21969,,,,,USD,6000000 
21970,,,,,USD,6000000 
21971,,,,,USD,6000000 
21972,,,,,USD,6000000 
21973,,,,,USD,6000000 
21974,,,,,USD,6000000 
21975,,,,,USD,6000000 
21976,,,,,USD,6000000 
21977,,,,,USD,6000000 
21978,USD,11159 ,,,USD,6000000 
21979,,,,,USD,6000000 
21980,,,,,USD,6000000 
21981,,,,,USD,6000000 
21982,,,,,USD,6000000 
21983,,,,,USD,6000000 
21984,,,,,USD,6000000 
21985,,,,,USD,6000000 
21986,,,,,USD,6000000 
21987,,,,,USD,6000000 
21988,,,,,USD,6000000 
21989,,,,,USD,6000000 
21990,,,,,USD,6000000 
21991,,,,,USD,6000000 
21992,,,,,USD,6000000 
21993,,,,,USD,6000000 
21994,,,,,USD,6000000 
21995,,,,,USD,6000000 
21996,,,,,USD,6000000 
21997,,,,,USD,6000000 
21998,,,,,USD,6000000 
21999,,,,,USD,6000000 
22000,,,,,USD,6000000 
22001,,,,,USD,6000000 
22002,,,,,USD,6000000 
22003,,,,,USD,6000000 
22004,,,,,USD,6000000 
22005,,,,,USD,6000000 
22006,,,,,USD,6000000 
22007,USD,82106 ,,,USD,6000000 
22008,,,,,USD,6000000 
22009,,,,,USD,6000000 
22010,,,,,USD,6000000 
22011,,,,,USD,6000000 
22012,,,,,USD,6000000 
22013,,,,,USD,6000000 
22014,,,,,USD,6000000 
22015,USD,65586 ,,,USD,6000000 
22016,,,,,USD,6000000 
22017,,,,,USD,6000000 
22018,,,,,USD,6000000 
22019,,,,,USD,6000000 
22020,,,,,USD,6000000 
22021,USD,18569 ,,,USD,6000000 
22022,,,,,USD,6000000 
22023,USD,113989 ,,,USD,6000000 
22024,USD,4424253 ,,,USD,6000000 
22025,,,,,USD,6000000 
22026,USD,97080 ,,,USD,6000000 
22027,,,,,USD,6000000 
22028,USD,3810792 ,,,USD,6000000 
22029,,,,,USD,6000000 
22030,,,,,USD,6000000 
22031,,,,,USD,6000000 
22032,USD,2323349 ,,,USD,6000000 
22033,,,,,USD,6000000 
22034,,,,,USD,6000000 
22035,,,,,USD,6000000 
22036,,,,,USD,6000000 
22037,USD,130742 ,,,USD,6000000 
22038,,,,,USD,6000000 
22039,,,,,USD,6000000 
22040,,,,,USD,6000000 
22041,USD,12636656 ,,,USD,6000000 
22042,,,,,USD,6000000 
22043,USD,1518 ,,,USD,6000000 
22044,,,,,USD,6000000 
22045,,,,,USD,6000000 
22046,USD,12859418 ,,,USD,6000000 
22047,USD,631318 ,,,USD,6000000 
22048,USD,283599 ,,,USD,6000000 
22049,,,,,USD,6000000 
22050,USD,6645036 ,,,USD,6000000 
22051,,,,,USD,6000000 
22052,USD,498088 ,,,USD,6000000 
22053,USD,397941 ,,,USD,6000000 
22054,USD,7526 ,,,USD,6000000 
22055,,,,,USD,6000000 
22056,,,,,USD,6000000 
22057,,,,,USD,6000000 
22058,,,,,USD,6000000 
22059,USD,270888 ,,,USD,6000000 
22060,USD,567722 ,,,USD,6000000 
22061,USD,148337 ,,,USD,6000000 
22062,,,,,USD,6000000 
22063,,,,,USD,6000000 
22064,,,,,USD,6000000 
22065,,,,,USD,6000000 
22066,,,,,USD,6000000 
22067,,,,,USD,6000000 
22068,USD,3410813 ,,,USD,6000000 
22069,,,,,USD,6000000 
22070,USD,55024621 ,,,USD,6000000 
22071,USD,55532 ,,,USD,6000000 
22072,,,,,USD,6000000 
22073,,,,,USD,6000000 
22074,,,,,USD,6000000 
22075,USD,585333 ,,,USD,6000000 
22076,USD,133588 ,,,USD,6000000 
22077,USD,2776352 ,,,USD,6000000 
22078,USD,31348284 ,,,USD,6000000 
22079,,,,,USD,6000000 
22080,USD,69396 ,,,USD,6000000 
22081,,,,,USD,6000000 
22082,USD,85226 ,,,USD,6000000 
22083,,,,,USD,6000000 
22084,USD,283995 ,,,USD,6000000 
22085,,,,,USD,6000000 
22086,USD,634308 ,,,USD,6000000 
22087,USD,1787158 ,,,USD,6000000 
22088,USD,3931915 ,,,USD,6000000 
22089,,,,,USD,6000000 
22090,,,,,USD,6000000 
22091,USD,3221143 ,,,USD,6000000 
22092,USD,4437634 ,,,USD,6000000 
22093,,,,,USD,6000000 
22094,,,,,USD,6000000 
22095,,,,,USD,6000000 
22096,,,,,USD,6000000 
22097,USD,93296 ,,,USD,6000000 
22098,USD,171505 ,,,USD,6000000 
22099,USD,269915 ,,,USD,6000000 
22100,USD,45317 ,,,USD,6000000 
22101,,,,,USD,6000000 
22102,,,,,USD,6000000 
22103,USD,46180 ,,,USD,6000000 
22104,,,,,USD,6000000 
22105,USD,5699056 ,,,USD,6000000 
22106,USD,7976551 ,,,USD,6000000 
22107,USD,58970 ,,,USD,6000000 
22108,,,,,USD,6000000 
22109,USD,1128852 ,,,USD,6000000 
22110,USD,420126 ,,,USD,6000000 
22111,USD,4807059 ,,,USD,5900000 
22112,USD,618400 ,,,USD,5900000 
22113,USD,359891 ,,,USD,5900000 
